"player","exp","num","inches","team","id"
"Kel'el Ware","Fr",10,84,"Oregon",76698
"Cam Amboree","Fr",5,74,"Oral Roberts",76699
"Yanic Konan Niederahuser","Fr",14,82,"Northern Illinois",76700
"Armandas Plintauskas","Fr",41,76,"Northern Illinois",76701
"Juju Ramirez","Fr",15,81,"Northern Colorado",76702
"Caleb Shaw","Fr",30,77,"Northern Colorado",76703
"Taku Youngblood","Fr",1,74,"Northern Illinois",76704
"Xavier Amos","Fr",5,80,"Northern Illinois",76705
"Jason Parent","Fr",31,76,"Northern Arizona",76707
"Langston Reynolds","Fr",3,76,"Northern Colorado",76708
"Brock Wisne","Fr",14,81,"Northern Colorado",76709
"Jaylen Williams","Sr",33,74,"Longwood",76710
"Anthony Cooper","Sr",4,74,"Marist",76711
"Yaakema Rose Jr.","Sr",4,69,"Eastern Illinois",76712
"B.J. Edwards","Fr",1,75,"Tennessee",76713
"Kevin Simeth","Fr",33,76,"San Jose St.",76716
"Sami Pissis","Fr",0,75,"Southeastern Louisiana",76717
"Nico D'Augusta","Fr",21,77,"San Jose St.",76718
"PJ Haggerty","Fr",3,75,"TCU",76719
"JT Elder","Fr",11,79,"San Jose St.",76720
"Leo Torbor","Fr",4,76,"San Jose St.",76721
"Ibu Yamazaki","Fr",54,79,"Radford",76723
"Myles Burns","Sr",3,78,"Mississippi",76725
"TJ Hurley","Fr",3,77,"Vermont",76726
"Caleb Kozinski","Fr",25,73,"Marquette",76728
"Keionte Cornelius","So",11,70,"Jackson St.",76729
"Zeke Cook","So",1,78,"Jackson St.",76730
"Amari Stroud","Jr",1,82,"Long Beach St.",76731
"Syrus Grisby","Jr",NA,80,"St. Francis NY",76732
"Josiah Harris","Jr",NA,80,"St. Francis NY",76733
"Kiandre Gaddy","Jr",15,78,"Tarleton St.",76734
"Fredrick King","Fr",33,82,"Creighton",76736
"Ben Shtolzberg","Fr",1,76,"Creighton",76737
"Sean Logan","Fr",15,82,"Davidson",76738
"Reed Bailey","Fr",1,83,"Davidson",76739
"Cooper Noard","Fr",31,74,"Cornell",76741
"Jayson Matthews","Fr",0,70,"Bethune Cookman",76742
"Zion Harmon","Fr",1,72,"Bethune Cookman",76743
"Lukas Gudavicius","Fr",2,82,"Bethune Cookman",76744
"Trayvon Barbary","Fr",21,76,"Bethune Cookman",76745
"Elijah Hulsewe","Fr",32,84,"Bethune Cookman",76746
"Branden Maughmer","Sr",5,75,"Morehead St.",76748
"Jackson Last","So",12,77,"Robert Morris",76749
"Tevin Gowins","Fr",12,69,"Southeast Missouri St.",76751
"Ahjany Lee","Fr",13,81,"St. Thomas",76752
"Andrew Rohde","Fr",3,78,"St. Thomas",76753
"Anthony Wrzeszcz","Fr",4,75,"Sam Houston St.",76754
"Evan Eursher","Fr",11,74,"Southeast Missouri St.",76756
"Benny Gealer","Fr",15,73,"Stanford",76758
"Ryan Agarwal","Fr",11,78,"Stanford",76759
"Jalen Washington","Fr",13,82,"North Carolina",76760
"Tyler Nickel","Fr",24,79,"North Carolina",76761
"AJ Williams","Fr",42,74,"Loyola Marymount",76762
"KJ Keatts","Fr",13,70,"North Carolina St.",76763
"Donovan Hill","Fr",30,80,"Niagara",76765
"Kellen King","Sr",20,76,"San Jose St.",76767
"Matus Hronsk","Fr",14,80,"Duquesne",76768
"Ronnie Stapp","Jr",3,78,"Idaho St.",76769
"Dominique Ford","So",5,76,"Idaho",76770
"Brock Mackenzie","Sr",11,74,"Idaho St.",76771
"David Dixon","Fr",2,81,"Duquesne",76772
"German Plotnikov","So",25,78,"Hofstra",76773
"Halil Barre","Fr",5,81,"Duquesne",76774
"Emanuel Sharp","Fr",21,75,"Houston",76775
"Isaac Jones","Jr",3,81,"Idaho",76776
"Terrance Ford Jr.","Fr",11,73,"Arkansas St.",76778
"Marcus Tankersley","Fr",4,76,"Detroit",76779
"Dallin Hall","Fr",30,76,"BYU",76780
"Jared McGregor","Fr",51,75,"BYU",76781
"Alaaeddine Boutayeb","Fr",4,86,"Arkansas St.",76782
"Tanner Toolson","Fr",13,77,"BYU",76784
"Dereck Lively II","Fr",1,85,"Duke",76786
"Dariq Whitehead","Fr",0,78,"Duke",76787
"Yame Butler","So",23,77,"Drexel",76788
"Deandre Smart","Fr",55,78,"Elon",76789
"Cole Hargrove","Fr",15,80,"Drexel",76790
"Garfield Turner","So",13,80,"Drexel",76791
"LA Pratt","Fr",22,77,"Elon",76792
"Justin Moore","Fr",11,75,"Drexel",76793
"Love Bettis","So",2,72,"North Carolina A&T",76795
"Dane Erikstrup","So",32,82,"Eastern Washington",76796
"Joshua Phillips","Jr",22,81,"Grambling St.",76797
"Louis Fidler","Jr",20,77,"Nebraska Omaha",76798
"Isaiah Moore","Sr",4,73,"South Alabama",76799
"Cory Barnes","So",13,74,"Delaware St.",76800
"Justin Gielen","Sr",13,72,"Mount St. Mary's",76801
"Da'Sean Nelson","Jr",21,80,"DePaul",76803
"William Reynolds","So",25,76,"Grambling St.",76804
"Daniel Braster","So",25,80,"North Alabama",76805
"AJ Brown","Fr",24,76,"Ohio",76807
"Benny Schroeder","Fr",0,79,"Oklahoma",76808
"Quinn Corna","Fr",15,75,"Ohio",76809
"Milos Uzan","Fr",12,76,"Oklahoma",76810
"Dylan Anderson","Fr",44,84,"Arizona",76812
"Filip Borovicanin","Fr",1,81,"Arizona",76815
"Trey Hubbard","So",13,75,"Queens",76816
"Tredyn Christensen","Jr",10,79,"BYU",76817
"Kylan Boswell","Fr",4,74,"Arizona",76818
"Kiir Kiir Chol Deng","Fr",14,81,"Sacramento St.",76819
"Cooper Jones","Fr",30,73,"Old Dominion",76821
"Omarion Henry","Fr",4,79,"New Orleans",76823
"James Weathers","Jr",1,72,"Bradley",76824
"Cole Sinclair","Fr",24,72,"New Orleans",76827
"Shane Lancaster","Fr",0,76,"Niagara",76828
"Alex Gross","Sr",45,82,"Morehead St.",76829
"Xavier Brewer","Sr",13,81,"Alabama A&M",76830
"Olisa Akonobi","Sr",33,84,"Alabama A&M",76831
"Kortrijk Miles","Sr",5,77,"Prairie View A&M",76832
"Ben Vander Wal","Fr",4,79,"Furman",76833
"Chandler Jackson","Fr",0,77,"Florida St.",76835
"Riley Kugel","Fr",24,77,"Florida",76836
"De'Ante Green","Fr",5,82,"Florida St.",76837
"Cameron Corhen","Fr",3,82,"Florida St.",76838
"Baba Miller","Fr",11,83,"Florida St.",76839
"R.J. Morris","Fr",41,75,"Florida St.",76841
"Tom House","Fr",12,79,"Florida St.",76842
"Kris Gardner","Jr",14,73,"Southern",76843
"Cameron Butler","So",22,72,"Alcorn St.",76845
"Grayson Allo","Fr",20,75,"North Texas",76846
"JaRonn Wilkens","Jr",1,81,"Southern",76847
"Jariyon Wilkens","Jr",5,79,"Southern",76848
"Jalen Reynolds","Jr",12,78,"Southern",76849
"Joe Thomson","Fr",50,79,"Davidson",76851
"Marcus Lee Jr.","Sr",24,76,"Tennessee Tech",76852
"Louis Bleechmore","Jr",55,77,"Saint Joseph's",76853
"Kenu Louissaint","Sr",22,75,"South Florida",76854
"Dorion Staples","Jr",5,79,"SIU Edwardsville",76855
"Brennan Rigsby","So",4,75,"Oregon",76856
"Damarco Minor","So",0,72,"SIU Edwardsville",76857
"Kennedy Brown","So",4,81,"Nebraska Omaha",76858
"Marquel Sutton","So",10,79,"Nebraska Omaha",76859
"Lamar Wilkerson","So",3,76,"Sam Houston St.",76860
"Jacoby Bishop","So",5,74,"Sam Houston St.",76861
"Daeshawn Eaton","Jr",1,74,"Cal St. Fullerton",76862
"Ginika Ojiako","Sr",20,82,"George Mason",76864
"Tre Thomas","Jr",13,82,"Hampton",76865
"Max Zegarowski","Sr",2,80,"Stonehill",76868
"Josh Mack","Sr",5,72,"Stonehill",76869
"Will Rywolt","Jr",NA,71,"Stonehill",76870
"John O'Reilly III","Jr",15,72,"Stonehill",76871
"Louis Hutchinson","Fr",24,79,"Rhode Island",76872
"TJ Caldwell","Fr",2,76,"Mississippi",76873
"Jimmy Ball","Fr",31,74,"Rhode Island",76874
"Malique Ewin","Fr",12,82,"Mississippi",76875
"Luke Jungers","Fr",0,81,"Nebraska Omaha",76877
"Ja'Sean Glover","Fr",5,76,"Nebraska Omaha",76878
"Caleb Reese","Fr",14,71,"Loyola Chicago",76880
"Nolan Marold","Fr",32,80,"Loyola Chicago",76881
"Isaiah Alexander","Fr",5,79,"Loyola MD",76882
"Jordan Crawford","Fr",20,75,"Louisiana Tech",76883
"Pierre Geneste, Jr.","Fr",34,83,"Louisiana Tech",76884
"Jayden Dawson","Fr",1,76,"Loyola Chicago",76885
"Jalen Quinn","Fr",2,75,"Loyola Chicago",76886
"Christoph Tilly","Fr",NA,84,"Santa Clara",76887
"Kosy Akametu","Fr",NA,77,"Santa Clara",76889
"Sam Perez","Fr",24,79,"High Point",76890
"Justin Taylor","Fr",15,75,"High Point",76891
"Jaylen Peterson","Fr",14,79,"Presbyterian",76894
"Amaree Abram","Fr",1,76,"Mississippi",76897
"Deon Perry","Fr",12,68,"Loyola MD",76898
"Garrett Brennan","Fr",14,76,"Loyola MD",76899
"Cade McKnight","Sr",40,81,"Indiana St.",76900
"Donavan Short","Fr",13,82,"Green Bay",76902
"Isaiah Carr","Fr",23,84,"Grand Canyon",76903
"Freds Pauls Bagatskis","Fr",12,80,"Georgia Tech",76905
"Jack Rose","Fr",21,77,"Green Bay",76906
"Matt Filipowski","Fr",54,84,"Harvard",76908
"Ian Sabourin","Fr",31,76,"Xavier",76909
"Lajae Jones","Fr",10,79,"Tarleton St.",76910
"Shy Odom","Fr",22,78,"Howard",76912
"Freedom Rhames","Fr",55,71,"Howard",76913
"Atticus Schuler","Fr",54,78,"Dayton",76914
"Ose Okojie","Fr",11,77,"Howard",76915
"Cole Hatkevich","Fr",34,69,"Dayton",76916
"Ty Locklear","Fr",50,73,"Dayton",76917
"Matt Schner","Sr",32,77,"Lipscomb",76918
"Justin Archer","So",0,79,"Radford",76919
"D'Auntray Pierce","Jr",21,82,"Radford",76920
"Paul Otieno","Jr",33,80,"Quinnipiac",76922
"Federiko Federiko","So",33,83,"Pittsburgh",76924
"Reggie Hill","So",1,80,"Northwestern St.",76925
"Dayne Prim","Jr",44,78,"Northwestern St.",76926
"JJ White","So",1,74,"Nebraska Omaha",76927
"Jaeden Marshall","So",2,76,"Nebraska Omaha",76928
"Seyi Reiley","Jr",23,78,"Seattle",76929
"Anjaylo Lloyd","Jr",10,74,"Seattle",76930
"Drake Allen","So",3,76,"Southern Utah",76931
"Bryant Selebangue","So",33,81,"Tulsa",76932
"Sam Manu","Jr",13,79,"UC Davis",76933
"Jayhlon Young","So",1,74,"UCF",76934
"Cam Morris III","So",23,80,"UMass Lowell",76935
"Colton Lawrence","Sr",2,75,"UMBC",76936
"Devan Sapp","So",10,76,"UMBC",76937
"TreVon Smith","Jr",13,75,"Middle Tennessee",76938
"Bernard Pelote","So",24,80,"Western Carolina",76939
"Caleb Robinson","So",0,77,"Gardner Webb",76940
"Eric Northweather","So",35,82,"Drake",76941
"Tyler Houser","Fr",44,81,"VMI",76942
"Tony Felder","Fr",10,70,"VMI",76943
"Taeshaud Jackson","Fr",2,76,"VMI",76944
"Rickey Bradley","Fr",4,74,"VMI",76946
"Asher Woods","Fr",3,75,"VMI",76947
"Kyle Hayman","Jr",4,77,"Stephen F. Austin",76948
"AJ Cajuste","Jr",13,73,"Stephen F. Austin",76949
"Jalil Beaubrun","Jr",12,81,"Stephen F. Austin",76950
"Maximus Nelson","Fr",13,80,"Valparaiso",76951
"Nick Martinelli","Fr",2,79,"Northwestern",76952
"Terry Anderson","Jr",5,78,"Lamar",76953
"Chris Pryor","Jr",4,71,"Lamar",76954
"Jonathan Cisse","Jr",11,73,"Incarnate Word",76955
"Cam Denson","So",13,79,"Pacific",76956
"Roland McCoy","Jr",14,74,"Alabama St.",76957
"Andre Cruz","So",21,79,"Incarnate Word",76958
"Jake Younkin","Jr",2,75,"Baylor",76959
"Duane Posey","Jr",4,79,"Alabama St.",76960
"Jakevion Buckley","Jr",3,72,"Lamar",76961
"Jorge Ochoa","Fr",35,79,"Vermont",76963
"Ben Gold","Fr",21,83,"Marquette",76964
"Tyler Henry","Jr",3,76,"Southern Indiana",76965
"Charles Fofanah","Fr",25,74,"Chicago St.",76966
"Shammah Scott","So",22,74,"Wichita St.",76968
"Bruce Thornton","Fr",2,74,"Ohio St.",76969
"Martavious Russell","Fr",21,74,"Mississippi St.",76970
"Alphonzo Billups III","Fr",5,79,"VCU",76971
"Brice Sensabaugh","Fr",10,78,"Ohio St.",76972
"Shawn Jones Jr.","Fr",30,77,"Mississippi St.",76973
"Jalen Hood-Schifino","Fr",1,78,"Indiana",76975
"Skyy Clark","Fr",55,75,"Illinois",76976
"Jayden Epps","Fr",3,74,"Illinois",76977
"Sencire Harris","Fr",1,76,"Illinois",76978
"Paxton Warden","Fr",22,76,"Illinois",76979
"Ty Rodgers","Fr",20,78,"Illinois",76980
"Nigel Burris","Fr",35,79,"Idaho",76983
"Amarr Knox","Fr",1,75,"Alabama St.",76985
"Kendal Parker","Fr",5,76,"Alabama St.",76986
"Jamarius Hairston","Sr",1,77,"East Tennessee St.",76987
"Miles McClure","Fr",41,76,"Western Carolina",76989
"Marcus Kell","Fr",13,80,"Western Carolina",76991
"Jalen Higgins","Fr",42,76,"Western Carolina",76994
"Mitchell Rylee","Fr",5,80,"Miami OH",76996
"Masen Miller","So",12,74,"Indiana St.",76997
"Choul Deng","So",44,77,"Oakland",76999
"Fletcher Loyer","Fr",2,76,"Purdue",77002
"Hayden Welling","Fr",13,80,"UC Irvine",77005
"Zaharee Maddox","Fr",11,70,"UNC Asheville",77007
"Mason Hanback","Fr",35,84,"Southeast Missouri St.",77008
"Regimantas Ciunys","Fr",0,78,"UMBC",77009
"Phil Jones","Fr",25,NA,"Saint Louis",77010
"Eli Chol","Fr",33,83,"UC Irvine",77013
"Yohan Traore","Fr",21,82,"Auburn",77014
"Cade Tyson","Fr",10,79,"Belmont",77016
"Tyeree Bryan","So",4,78,"Charleston Southern",77018
"Kyler Vanderjagt","Fr",4,76,"Belmont",77020
"Chance Westry","Fr",10,78,"Auburn",77021
"Zocko Littleton Jr.","Fr",4,75,"Appalachian St.",77022
"Pat Robinson III","Sr",15,75,"College of Charleston",77024
"Toibu Lawal","Fr",10,80,"VCU",77026
"Knoah Carver","Fr",10,75,"Longwood",77027
"Ugonna Onyenso","Fr",33,81,"Kentucky",77028
"Taeyon Neal","So",32,81,"Chicago St.",77030
"Hansel Enmanuel","Fr",NA,78,"Northwestern St.",77031
"Naz Brown","Fr",12,72,"Oklahoma St.",77035
"Jake Shannon","Sr",4,76,"Oral Roberts",77036
"Peter Suder","Fr",5,77,"Bellarmine",77037
"Nik Graves","Fr",10,75,"Charlotte",77038
"Damien Madison","Sr",11,72,"Alabama St.",77039
"Bryan Etumnu","Fr",11,79,"Merrimack",77040
"Rob Martin","Fr",2,70,"Indiana St.",77042
"Cruz Davis","Fr",3,75,"Iona",77044
"Malik Reneau","Fr",5,81,"Indiana",77045
"CJ Gunn","Fr",11,78,"Indiana",77046
"Clarence Cummings III","So",3,77,"Green Bay",77048
"Zane Short","Jr",2,78,"Green Bay",77049
"Tyren Moore","Jr",3,71,"Georgia Southern",77050
"Cam Gregory","Fr",0,77,"St. Francis PA",77052
"Jamar Franklin","Fr",1,74,"South Alabama",77053
"Austin Nunez","Fr",2,74,"Arizona St.",77056
"Duke Brennan","Fr",24,82,"Arizona St.",77057
"CJ Scott","Fr",11,76,"Coppin St.",77058
"Elijah Ormiston","So",3,80,"South Alabama",77059
"Chase Lowe","Fr",2,77,"William & Mary",77060
"Johnny McFatten","Jr",11,80,"Georgia Southern",77061
"Isaiah Jones","Fr",13,80,"Detroit",77062
"Julian Lual","So",23,78,"Arkansas St.",77063
"Cole Haller","Fr",21,79,"Cal Poly",77065
"Max Davis","Fr",25,76,"Drexel",77067
"Austin Williams","Fr",24,73,"Elon",77068
"Frankie Idlett","Fr",40,72,"College of Charleston",77069
"Donovan Atwell","Fr",12,77,"UNC Greensboro",77071
"Henry White","Fr",22,72,"Hartford",77072
"Jordan Chatman","So",2,77,"Florida A&M",77073
"Maximus Fuentes","Fr",30,75,"Drexel",77074
"Jaxon Ellingsworth","Fr",22,81,"East Carolina",77075
"DJ Basey","Sr",2,82,"Coastal Carolina",77076
"Kenny Dye","Sr",15,72,"Queens",77077
"JV Seat","Fr",10,75,"Abilene Christian",77079
"Jamari Smith","Jr",52,80,"Murray St.",77080
"Nick Smith Jr.","Fr",3,77,"Arkansas",77081
"Jaden Bradley","Fr",0,75,"Alabama",77082
"Rylan Griffen","Fr",3,77,"Alabama",77083
"Noah Clowney","Fr",15,82,"Alabama",77084
"Quin Patterson","Fr",15,79,"UC San Diego",77086
"Jesaiah McWright","Fr",0,77,"Tulsa",77088
"Yann Farell","Fr",2,78,"St. Bonaventure",77089
"Camden McCormick","Fr",10,75,"UC San Diego",77090
"Roddie Anderson III","Fr",0,74,"UC San Diego",77092
"Jac Mani","Fr",11,81,"UC Davis",77093
"Trey Pettigrew","Fr",3,75,"Nevada",77094
"Jaden Ellis","Fr",3,72,"Army",77095
"Zek Tekin","Fr",0,74,"Siena",77096
"Jaquel Morris","Fr",21,80,"Miami OH",77098
"Ryan Mabrey","Fr",13,77,"Miami OH",77099
"Tyler Bilodeau","Fr",10,81,"Oregon St.",77100
"Zach Howell","Fr",3,77,"Milwaukee",77101
"Elijah Jamison","Fr",2,75,"Milwaukee",77102
"Billy Smith","Fr",11,79,"Miami OH",77103
"Chandler Pigge","Fr",13,77,"Harvard",77104
"Chisom Okpara","Fr",10,80,"Harvard",77105
"Sadraque NgaNga","Fr",1,82,"Boise St.",77106
"Jace Whiting","Fr",15,74,"Boise St.",77108
"Michael Bova","Fr",11,74,"Bellarmine",77109
"Issa Muhammad","Jr",2,81,"New Mexico St.",77112
"Patrick Cartier","Sr",12,80,"Colorado St.",77114
"Quest Aldridge","Sr",3,76,"Gardner Webb",77115
"Dorian Finister","Fr",24,77,"Kansas St.",77116
"Jerrell Roberson","Fr",33,81,"James Madison",77117
"Brycen Blaine","Fr",12,77,"James Madison",77118
"Xavier Brown","Fr",0,74,"James Madison",77119
"Travis Roberts","Fr",11,78,"Jacksonville St.",77120
"Demarion Watson","Fr",4,78,"Iowa St.",77121
"Tamin Lipsey","Fr",3,73,"Iowa St.",77122
"Eli King","Fr",1,75,"Iowa St.",77123
"Seth Dawson","Sr",1,77,"Coastal Carolina",77124
"Simeon Cottle","Fr",2,73,"Kennesaw St.",77125
"Maliq Brown","Fr",1,80,"Syracuse",77128
"Bryson Dawkins","Fr",4,75,"North Alabama",77129
"Chris Bunch","Fr",0,79,"Syracuse",77130
"Lamine Niang","Fr",34,82,"Cal St. Northridge",77132
"Kaseem Watson","Fr",11,79,"Cal St. Bakersfield",77133
"Johnnie Walter","Fr",4,81,"Cal St. Northridge",77134
"Cedquavious Hunter","Fr",0,72,"Cal St. Bakersfield",77136
"Cam Slaymaker","Fr",3,76,"Cal St. Northridge",77137
"Jeremiah Coleman","Fr",55,72,"South Dakota",77138
"JaMir Price","So",5,75,"Cleveland St.",77139
"Jalen Reed","Fr",13,82,"LSU",77140
"Henri Adiassa","Fr",32,83,"Lehigh",77141
"Tommy Conniff","Fr",44,83,"Lehigh",77142
"Chance Stephens","Fr",3,75,"Loyola Marymount",77143
"Yuto Yamanouchi-Williams","Fr",15,82,"Lamar",77144
"Zuby Ejiofor","Fr",35,81,"Kansas",77145
"Cole Sherman","Fr",13,71,"Northern Kentucky",77146
"Jevin Sullivan","Fr",33,77,"UMKC",77148
"Youri Fritz","Fr",4,81,"Canisius",77149
"Braden Sparks","Fr",20,72,"Mercer",77150
"Aaron Lemon-Warren","Fr",15,77,"Delaware St.",77154
"Gradey Dick","Fr",4,80,"Kansas",77155
"Colin McKenzie","Fr",20,78,"East Carolina",77156
"RJ Godfrey","Fr",22,79,"Clemson",77157
"Devin Ceaser","Fr",10,73,"Buffalo",77158
"Noah Williamson","Fr",3,83,"Bucknell",77159
"Josh Fulton","Fr",4,78,"Bucknell",77160
"Dillon Hunter","Fr",2,76,"Clemson",77161
"Brady Muller","Fr",2,76,"Bucknell",77162
"Matt Kelly","So",20,73,"Clemson",77163
"Chauncey Wiggins","Fr",21,81,"Clemson",77164
"Ruot Bijiek","Fr",22,81,"Bucknell",77165
"Harry Rouhliadeff","Fr",14,81,"Hawaii",77167
"Darian Owens-White","Sr",13,73,"Ball St.",77168
"Max Scharnowski","Jr",31,78,"Alabama",77169
"Colby Tanner","Fr",4,70,"Abilene Christian",77170
"Preston Murphy Jr.","Fr",23,73,"New Orleans",77171
"Goanar Biliew","Jr",25,80,"Bradley",77173
"Zid Powell","Jr",13,76,"Buffalo",77175
"Tae Williams","Jr",1,79,"Cleveland St.",77176
"Jason Drake","Fr",0,74,"Cleveland St.",77177
"Bryce Moore","Fr",1,76,"Niagara",77178
"Kijani Wright","Fr",33,81,"USC",77179
"Chendall Weaver","Fr",1,75,"UT Arlington",77180
"Tre White","Fr",22,79,"USC",77181
"Brayden O'Connor","Fr",1,76,"UMass Lowell",77182
"VIncent Iwuchukwu","Fr",3,85,"USC",77183
"Oziyah Sellers","Fr",4,77,"USC",77184
"Bessanty-Aime Saragba","Fr",42,82,"Illinois Chicago",77185
"Cameron Fens","Fr",54,82,"Illinois Chicago",77186
"Christian Jones","Fr",10,77,"Illinois Chicago",77187
"Ross Williams","Sr",23,70,"Texas A&M Corpus Chris",77189
"Trey Blackmore","Fr",11,74,"Cal St. Fullerton",77190
"Sveinn Birgisson","Fr",12,80,"Siena",77192
"Mason Courtney","Fr",15,76,"Siena",77193
"Mike Walz","Fr",21,83,"Richmond",77194
"Michael Eley","Fr",3,76,"Siena",77195
"Mekhi Mason","Fr",2,77,"Rice",77196
"Mason Jones","Fr",10,76,"Rice",77197
"Killian Gribben","Fr",20,82,"Siena",77198
"Ifeanyi Ufochukwu","Fr",11,82,"Rice",77200
"Andrew Akuchie","Fr",13,81,"Rice",77201
"David Ware","Jr",0,77,"Lindenwood",77202
"Javier Ezquerra","So",1,73,"Wagner",77203
"Jaylen Dorsey","So",23,76,"Western Kentucky",77204
"Fallou Diagne","So",1,83,"Western Kentucky",77205
"Tyrone Marshall","Jr",24,79,"Western Kentucky",77206
"Cash Clayton","Fr",14,74,"UT Arlington",77207
"Shaysten Cornish","So",10,72,"UT Arlington",77208
"Cyncier Harrison","Fr",10,71,"Stetson",77209
"Derick Hamilton","So",32,82,"UTEP",77210
"Bob Nunge","So",35,78,"Xavier",77211
"Lavell Brodnex","So",4,77,"Wagner",77212
"Sam Alexis","Fr",4,81,"Chattanooga",77216
"Cameron Tweedy","So",21,76,"Fairleigh Dickinson",77217
"Sean Moore","Jr",11,76,"Fairleigh Dickinson",77218
"Jerome Beya","Fr",35,81,"Tennessee Tech",77219
"Elliott Black","Fr",10,79,"Merrimack",77220
"Brandon Legris","Fr",14,79,"Merrimack",77221
"Demetre Roberts","Sr",2,68,"Fairleigh Dickinson",77222
"Trejuan Holloman","Fr",5,74,"Michigan St.",77223
"Jaxon Kohler","Fr",0,81,"Michigan St.",77224
"Nick Sanders","Fr",20,69,"Michigan St.",77225
"Carson Cooper","Fr",15,83,"Michigan St.",77226
"Solomon Washington","Fr",13,79,"Texas A&M",77227
"Tyrese Proctor","Fr",5,77,"Duke",77231
"Justin Abson","Fr",21,81,"Appalachian St.",77232
"Aidan Braccia","Fr",20,74,"Belmont",77233
"Elijah Perkins","Fr",2,76,"Austin Peay",77234
"Jake Dykstra","Fr",23,76,"Belmont",77235
"Elijah Fisher","Fr",22,78,"Texas Tech",77239
"Nic Nobili","Fr",14,82,"Boston University",77240
"Jackson Paveletzke","Fr",1,75,"Wofford",77241
"Ben Roy","Fr",30,74,"Boston University",77242
"Robert Jennings","Fr",4,79,"Texas Tech",77243
"Pop Isaacs","Fr",2,74,"Texas Tech",77244
"CJ Williams","Fr",13,73,"Texas Tech",77245
"Garrison Powell","Fr",11,75,"North Carolina A&T",77246
"Josh Morissette","Fr",4,76,"Wofford",77247
"Otto Landrum","Fr",41,81,"Boston University",77248
"Chandler Baker","Jr",10,77,"Colgate",77249
"Jaylon Scott","Sr",21,77,"College of Charleston",77250
"Christian Reeves","Fr",21,83,"Duke",77251
"Justin Morgan","Fr",11,78,"Murray St.",77252
"Jaden Schutt","Fr",14,76,"Duke",77254
"Noah Shelby","Fr",2,75,"Vanderbilt",77255
"Paul Lewis","Fr",3,74,"Vanderbilt",77256
"Keba Keita","Fr",13,79,"Utah",77257
"Luka Tarlac","Fr",21,79,"Utah",77258
"Ethan Potter","Fr",35,80,"Utah Valley",77260
"Antwonne Holmes","Fr",15,75,"UTEP",77261
"Colin Smith","Fr",1,80,"Vanderbilt",77264
"Da'Kquan Davis","Sr",2,73,"Albany",77265
"Marcelo Perez","Sr",25,76,"Southern Miss",77266
"Julian Brown","Fr",13,73,"Wagner",77267
"Nigel John","So",22,80,"Little Rock",77268
"Jack Ingold","Jr",15,75,"Lipscomb",77269
"Kentrell Pullian","So",12,72,"Milwaukee",77270
"Marko Maletic","So",24,78,"LIU Brooklyn",77271
"Max Jones","Jr",2,77,"Cal St. Fullerton",77272
"Kevon Wiggins","Jr",22,75,"Morgan St.",77273
"Isaiah Rice","Jr",25,72,"Hartford",77274
"Lathaniel Bastian","So",14,80,"Cal St. Fullerton",77275
"Malik Moore","Fr",3,77,"Pepperdine",77276
"Alex Anamekwe","Fr",14,77,"Texas",77278
"Connor Essegian","Fr",3,76,"Wisconsin",77279
"Josh Ojianwuna","Fr",15,82,"Baylor",77280
"Zion Cruz","Fr",0,76,"DePaul",77281
"Keyonte George","Fr",1,76,"Baylor",77282
"Arterio Morris","Fr",2,75,"Texas",77285
"Blake Floyd","Fr",13,72,"North Alabama",77286
"Jalen Hampton","Fr",12,78,"Northwestern St.",77287
"Jalen Pitre","Fr",2,80,"Pepperdine",77288
"Evan Mahaffey","Fr",12,78,"Penn St.",77289
"Jordan Hansen","Fr",14,78,"Idaho St.",77291
"Terrance Arceneaux","Fr",23,77,"Houston",77292
"Jaden Kirkwood","Fr",5,77,"Holy Cross",77293
"Aiden Best","Fr",14,69,"Hofstra",77294
"BJ Freeman","So",10,78,"Milwaukee",77295
"Jonathan Mogbo","Jr",2,80,"Missouri St.",77296
"Jaxon Nap","Fr",5,79,"Montana",77298
"Isaac McKneely","Fr",11,76,"Virginia",77300
"Sam Slutske","Fr",33,74,"Washington",77301
"Adrame Diongue","Fr",15,84,"Washington St.",77303
"Mael Hamon-Crespin","Fr",12,81,"Washington St.",77304
"Dylan Darling","Fr",22,74,"Washington St.",77306
"Luke Yoder","Jr",5,72,"North Dakota St.",77308
