"player","exp","num","inches","team","id"
"Josiah Davis","Fr",12,75,"West Virginia",76069
"Clay Howard","Fr",13,75,"Winthrop",76070
"Trejon Ware","So",0,69,"Arkansas Pine Bluff",76071
"Joshua Ola-Joseph","Fr",1,79,"Minnesota",76072
"Cam Thrower","Fr",4,75,"Penn",76074
"Samuel Gibbs","Fr",22,75,"Loyola MD",76075
"Nick Krass","Fr",2,76,"Oregon St.",76076
"Brian Taylor II","Fr",0,76,"Milwaukee",76077
"Tre Dinkins","So",0,74,"Canisius",76078
"Arol Kacuol","Sr",22,81,"Chicago St.",76079
"Koren Johnson","Fr",0,74,"Washington",76080
"Brody Boyer","Jr",24,76,"Samford",76081
"Japhet Medor","Sr",1,71,"UTSA",76082
"Adam Hamilton","Jr",20,81,"Lamar",76083
"Achor Achor","So",14,81,"Samford",76084
"Karl Jones","Jr",22,82,"UNLV",76085
"Sincere Parker","So",21,75,"Saint Louis",76086
"Nick Edwards","Sr",5,73,"Valparaiso",76087
"Jerome Palm","Jr",33,82,"Valparaiso",76088
"Keyon Menifield","Fr",23,73,"Washington",76089
"Kalu Anya","Fr",15,80,"Brown",76090
"Harry Wessels","Fr",1,85,"Saint Mary's",76091
"Silas Sunday","Fr",33,84,"Iona",76092
"Keither Florence","Fr",24,79,"Iona",76093
"Sadiku Ibine Ayo","Fr",2,79,"Iona",76094
"Eric Mulder","Fr",32,80,"Fort Wayne",76095
"Logan Threatt","Fr",12,75,"Queens",76096
"Maleek Arington","Fr",23,75,"Idaho St.",76098
"Jarace Walker","Fr",25,80,"Houston",76099
"Will Batchelder","Fr",11,73,"Holy Cross",76100
"Zach Gonsoulin","Fr",55,72,"TCU",76102
"William Tavares de Brito","So",30,82,"Alabama A&M",76103
"Darius Osborne","Jr",23,80,"Alabama A&M",76104
"Trey Stuart","Fr",33,73,"TCU",76105
"Lorenzo Downey","So",22,77,"Alabama A&M",76107
"Brock Matheny","Fr",51,70,"Davidson",76108
"Yves Nkomba","Jr",15,83,"Kennesaw St.",76109
"Matt Brown","So",30,77,"Kennesaw St.",76110
"Aaron Gray","So",11,79,"Niagara",76111
"Keith Kiner","Jr",5,78,"Niagara",76112
"Trent Coleman","So",4,79,"North Florida",76113
"Jacari White","So",11,75,"North Dakota St.",76114
"Juan Cajelli","Jr",33,81,"New Orleans",76116
"Braxton Bayless","Jr",4,74,"Niagara",76117
"Lance Erving","Jr",2,75,"Niagara",76118
"David Coit","So",11,71,"Northern Illinois",76119
"Kai Huntsberry","Sr",10,75,"North Texas",76120
"DJ Campbell","Fr",5,74,"Western Carolina",76121
"Tristan How","Jr",24,79,"Virginia",76122
"Carlos Lemus","So",11,75,"UTEP",76123
"Will Johnston","So",4,75,"UT Rio Grande Valley",76124
"Kyron Gibson","Jr",4,73,"UT Arlington",76125
"Taj Anderson","Jr",3,76,"UT Arlington",76126
"Dario Domingos","So",23,80,"UT Arlington",76127
"Mohamed Wague","So",11,82,"West Virginia",76128
"Jestin Porter","So",3,73,"Middle Tennessee",76129
"Isiah Lightsy","So",20,76,"Middle Tennessee",76130
"Cortez Johnson Jr.","Fr",15,79,"UNC Greensboro",76131
"Luca Colceag","Fr",22,80,"Montana St.",76132
"Darian Callaway","Jr",22,75,"St. Francis PA",76138
"Barry Dunning Jr.","Fr",12,78,"Arkansas",76139
"Kymany Houinsou","Fr",31,78,"Washington St.",76140
"AJ Rohosy","Fr",20,79,"Washington St.",76141
"Aaron Harden","Fr",21,79,"Texas A&M Corpus Chris",76142
"Brenden Crowther","Fr",21,77,"Utah Valley",76143
"Iaroslav Niagu","Fr",55,84,"USC",76144
"Noels Slivackis","Fr",12,77,"UT Rio Grande Valley",76146
"Xiaolong Xu","Jr",45,73,"Wake Forest",76147
"Owen Kmety","Fr",55,78,"Wake Forest",76148
"Tre Donaldson","Fr",3,74,"Auburn",76149
"Blake Smith","Fr",43,78,"Northwestern",76152
"Jevon Porter","Fr",14,83,"Pepperdine",76153
"Jorge Diaz Graham","Fr",31,83,"Pittsburgh",76155
"Denver Anglin","Fr",4,73,"Georgetown",76156
"Arturo Dean","Fr",4,71,"FIU",76157
"Jay'Den Turner","Jr",2,77,"Queens",76158
"JJ Starling","Fr",1,76,"Notre Dame",76159
"Ven-Allen Lubin","Fr",2,80,"Notre Dame",76160
"Aidan Hadaway","Fr",10,80,"Ohio",76161
"Xavier Rhodes","Sr",11,73,"Northern Kentucky",76164
"Dom Campbell","Fr",13,81,"Notre Dame",76165
"Chris Ashby","So",11,74,"Queens",76166
"Justin Warren","So",3,72,"Grambling St.",76167
"Josh Dix","Fr",4,77,"Iowa",76168
"Dasonte Bowen","Fr",5,74,"Iowa",76169
"DJ Jackson","Fr",13,76,"IUPUI",76171
"Amhad Jarrard","Fr",5,76,"IUPUI",76173
"Armon Jarrard","Fr",12,75,"IUPUI",76174
"Robbie Avila","Fr",21,82,"Indiana St.",76175
"Vincent Brady II","Fr",1,76,"IUPUI",76176
"Grant Singleton","Sr",4,69,"Fairleigh Dickinson",76177
"Geoff Sprouse","Fr",12,72,"American",76179
"Jefferson Monegro","Fr",5,76,"Western Michigan",76180
"JaVaughn Hannah","Fr",4,76,"Western Michigan",76181
"Seth Hubbard","Fr",12,76,"Western Michigan",76182
"Max Burton","Fr",10,81,"Western Michigan",76183
"Jacob Wilson","Fr",15,77,"Louisiana Monroe",76184
"Deshawn Goodwyn","Fr",13,76,"American",76186
"Jermaine Ballisager Webb","Fr",44,84,"American",76187
"Ante Brzovic","So",10,82,"College of Charleston",76188
"Brandon Davis","Jr",10,73,"Texas St.",76190
"Amani Lyles","Fr",0,79,"Akron",76193
"Cole Lake","So",NA,71,"Weber St.",76194
"Sam King","Fr",24,80,"Purdue",76195
"Braden Smith","Fr",3,72,"Purdue",76196
"Kaleb Banks","Fr",10,79,"Indiana",76200
"Thomas Tut","Fr",NA,81,"Saint Peter's",76201
"Neel Beniwal","Fr",15,77,"San Diego",76202
"Jeremiah Nyarko","Fr",20,81,"San Diego",76203
"Zander Beard","Fr",12,74,"Nebraska Omaha",76206
"KC Ibekwe","Fr",24,82,"Oregon St.",76207
"Orlando Lovejoy","Fr",10,74,"Eastern Michigan",76209
"Justin Mullins","Fr",21,78,"Denver",76214
"Jordan Walsh","Fr",13,79,"Arkansas",76216
"Ja'Kobi Gillespie","Fr",2,72,"Belmont",76218
"Derrian Ford","Fr",23,75,"Arkansas",76219
"Brandon Miller","Fr",24,81,"Alabama",76221
"Anthony Black","Fr",0,79,"Arkansas",76222
"Gaddis Heath III","Fr",0,76,"Charleston Southern",76223
"Barry Evans","Fr",0,80,"St. Bonaventure",76225
"Jackson Fields","Fr",15,80,"Troy",76226
"Remy Graham","Fr",35,77,"Troy",76227
"Percy Daniels","Fr",11,81,"Tulane",76229
"Jack Campion","Fr",24,71,"Southern Indiana",76230
"Elijah Wyche","Fr",22,78,"Queens",76234
"Jaden Henley","Fr",24,79,"Minnesota",76235
"Pharrel Payne","Fr",21,81,"Minnesota",76236
"Josh Davis","Fr",20,74,"The Citadel",76237
"Kaylan Makan","Fr",15,74,"The Citadel",76238
"Zach Wrightsil","Sr",10,79,"Marquette",76240
"Keyontae Lewis","Fr",32,81,"Wagner",76241
"Daniel Rouzan","Fr",21,81,"Weber St.",76244
"Josh Rivera","Fr",55,79,"Lafayette",76246
"Charles Stone","Fr",31,74,"Kennesaw St.",76247
"Eric Holland","Fr",33,68,"Kennesaw St.",76248
"Delrecco Gillespie","Fr",23,80,"Kent St.",76250
"Rokas Jocius","Fr",35,80,"La Salle",76251
"Roddy Gayle Jr.","Fr",1,76,"Ohio St.",76252
"CJ Penha Jr.","Sr",24,79,"Boston College",76253
"Christian Davis","So",5,79,"Bradley",76254
"Jonnivius Smith","Jr",24,81,"Buffalo",76255
"Charlie Williams","Fr",33,82,"William & Mary",76256
"Miles Hicks","Fr",25,73,"William & Mary",76257
"Jack Karasinski","Fr",11,79,"William & Mary",76259
"Julian Margrave","Fr",12,82,"South Alabama",76260
"Ethan Roberts","Fr",23,77,"Army",76263
"Monyae Davis","So",1,75,"Texas A&M Commerce",76265
"Tyree Boykin","Sr",30,73,"Appalachian St.",76266
"Connor Turnbull","Fr",22,82,"Butler",76267
"Quincy Anderson","Jr",10,76,"Murray St.",76268
"Brian Moore Jr.","So",14,75,"Murray St.",76269
"Blaise Keita","So",15,83,"Nebraska",76270
"Josiah Harris","Fr",22,79,"West Virginia",76271
"Jacob Conner","Fr",4,80,"Marshall",76272
"Laolu Oke","Jr",21,80,"Montana",76273
"Mack Wall","Fr",32,79,"Marist",76274
"Toby Nnadozie","Fr",23,75,"Maryland Eastern Shore",76275
"Ante Beljan","Fr",21,80,"Little Rock",76276
"Nate Awbrey","Sr",21,75,"Kansas St.",76278
"C.J. Delancy","Fr",15,80,"LIU Brooklyn",76279
"James Spencer III","Fr",35,78,"Lamar",76280
"Tyson Commander","Fr",15,76,"Loyola MD",76281
"Keelan Steele","Fr",21,82,"Maine",76282
"Landon Moore","Fr",14,75,"St. Francis PA",76284
"Alexander Derkits","Fr",15,72,"St. Francis PA",76285
"Gabe Beny Til","Fr",33,80,"Incarnate Word",76286
"Miles Webb","Fr",2,80,"St. Francis PA",76287
"Trey Miller","Fr",25,74,"Incarnate Word",76289
"Niki Krause","Fr",12,79,"Incarnate Word",76290
"Ryan Pettit","Fr",0,73,"Lafayette",76293
"Gavin Kreitz","Fr",10,69,"Lafayette",76294
"Tre Booker","So",1,76,"LIU Brooklyn",76295
"Sean Halloran","Sr",0,72,"Elon",76296
"Jordan Snell","Fr",22,74,"North Carolina St.",76297
"Seth Trimble","Fr",0,75,"North Carolina",76298
"LJ Thomas","Fr",4,74,"North Carolina St.",76299
"Riccardo Ghedini","Fr",22,79,"Davidson",76300
"Markus Harding","So",15,82,"Central Michigan",76301
"Max Watson","Jr",25,76,"Cornell",76302
"Chris Sosnik","Jr",55,74,"Davidson",76303
"Tajavis Miller","Fr",2,76,"North Dakota St.",76305
"Damari Wheeler-Thomas","Fr",10,72,"North Dakota St.",76306
"Aidan Kuhl","Fr",11,75,"North Alabama",76307
"Quadir Copeland","Fr",24,78,"Syracuse",76308
"Justin Taylor","Fr",5,78,"Syracuse",76310
"Peter Carey","Fr",23,83,"Syracuse",76311
"Michael Moore","Fr",23,82,"Winthrop",76312
"Xavier McKelvy","Fr",2,74,"Winthrop",76313
"Ugnius Jarusevicius","Fr",21,82,"Cal St. Bakersfield",76314
"Jacari Lane","Fr",5,72,"North Alabama",76315
"Judah Mintz","Fr",3,75,"Syracuse",76316
"Armoni Foster","Sr",4,76,"Buffalo",76318
"Ian Granja","Fr",14,79,"Memphis",76319
"Dionte Johnson","Fr",10,72,"Maryland Eastern Shore",76320
"Lorenzo Washington","Fr",2,72,"Hartford",76321
"Macahi Nelson","Fr",12,77,"Hartford",76323
"Davon Ellison","Fr",5,76,"Hartford",76324
"Isiah Middleton","Fr",14,77,"Hartford",76325
"Braxton Jones","Fr",13,72,"Hartford",76326
"Alexander Gorton","Sr",4,75,"Fresno St.",76327
"Muodubem Muoneke","Fr",13,77,"Abilene Christian",76328
"Connor Kern","So",42,87,"Texas A&M Corpus Chris",76329
"Sam Peek","Sr",2,79,"Stetson",76330
"Alec Kegler","So",24,76,"Tennessee",76331
"Colin Coyne","Jr",35,81,"Tennessee",76332
"Sekou Sylla","Sr",1,77,"Towson",76333
"Aamer Muhammad","Jr",2,73,"Troy",76334
"Justin Stephens","Jr",21,73,"UNC Asheville",76335
"Chazz Hutchison","Jr",5,81,"UC Irvine",76336
"Ant Abraham","So",5,73,"Texas A&M Commerce",76337
"Rob Banks","Fr",21,NA,"Texas A&M Commerce",76338
"Sage Tolentino","Fr",44,85,"Cincinnati",76339
"Josh Reed","Fr",13,79,"Cincinnati",76340
"Armani Mighty","Fr",2,82,"Boston College",76341
"Chas Kelley","Fr",0,77,"Boston College",76342
"Prince Aligbe","Fr",10,78,"Boston College",76343
"Demetrius Davis","Jr",22,81,"Chattanooga",76344
"Sulaiman Agiste","Fr",32,81,"Bradley",76345
"Donald Hand Jr.","Fr",13,77,"Boston College",76346
"Daniel Skillings","Fr",0,78,"Cincinnati",76347
"Todd Rochelle","Fr",10,75,"Bryant",76348
"Davion Sykes","Fr",4,78,"Texas St.",76349
"Jordan Mason","Fr",5,74,"Texas St.",76350
"Koat Keat Tong","Fr",0,81,"UC Santa Barbara",76351
"Charles Chukwu","Fr",15,80,"Tulsa",76353
"Faizon Fields","So",25,82,"Old Dominion",76354
"Matija Belic","Fr",32,79,"UC Santa Barbara",76355
"BB Knight","Fr",4,78,"Tulsa",76356
"John Williams Jr.","Sr",21,76,"FIU",76357
"Cameron Wilson","So",25,72,"FIU",76358
"Trenton Gibson","Sr",25,76,"Indiana St.",76359
"Willie Lightfoot","Fr",4,72,"Bowling Green",76360
"Joe Spinelli","Fr",21,72,"Wofford",76361
"Cohen Kellogg","Fr",15,72,"Wofford",76362
"Efrem Johnson","Fr",24,76,"UAB",76363
"Adam Silas","Fr",13,75,"Wofford",76364
"Elijah Brooks","Fr",1,76,"North Dakota",76365
"Chase Martin","Fr",5,77,"Wofford",76366
"Amarri Tice","Fr",11,79,"Wofford",76367
"Anthony Arrington Jr.","Fr",30,74,"Wofford",76368
"Coleton Benson","Fr",13,73,"Army",76370
"Alex Schumacher","Jr",0,75,"Seattle",76371
"Rex Sunderland","Fr",1,75,"New Hampshire",76372
"Christian Moore","Fr",11,73,"New Hampshire",76373
"Ridvan Tutic","Fr",23,82,"New Hampshire",76374
"Braden Appelhans","Fr",1,79,"New Mexico",76375
"Donovan Dent","Fr",2,74,"New Mexico",76376
"Mac Manzanares","Fr",32,77,"New Mexico",76377
"Kyle Filipowski","Fr",30,83,"Duke",76378
"Zae Blake","So",5,73,"Green Bay",76379
"Mark Mitchell","Fr",25,80,"Duke",76380
"Derrick Harris Jr","Fr",5,75,"Georgia Southern",76381
"Luke Keller","So",24,79,"Georgia Southern",76382
"Braxton Tucker","So",34,74,"Georgia Southern",76383
"Trey Campbell","Fr",4,75,"Northern Iowa",76385
"Jalen Jackson","Fr",1,74,"Illinois Chicago",76386
"Riley Berkhoff","Fr",14,76,"UNC Wilmington",76387
"Ege Peksari","Fr",2,76,"Northern Iowa",76388
"Steven Clay","Fr",2,76,"Illinois Chicago",76389
"Donovan Clingan","Fr",32,86,"Connecticut",76390
"Taylor Hendricks","Fr",25,81,"UCF",76391
"Noah Ross","Fr",5,79,"UNC Wilmington",76392
"Nolan Hodge","Fr",4,79,"UNC Wilmington",76393
"Cheikh Ndiaye","Sr",21,80,"LIU Brooklyn",76394
"Hao Dong","Fr",55,78,"BYU",76395
"Richie Saunders","Fr",15,77,"BYU",76396
"Zachary Davis","Fr",12,80,"South Carolina",76397
"Gregory Jackson","Fr",23,81,"South Carolina",76398
"Daniel Hankins-Sanford","Fr",30,80,"South Carolina",76399
"Jack McFadden","Fr",22,76,"Rider",76402
"Anthony McCall","Fr",23,76,"Rider",76405
"Trey Utter","Fr",31,72,"SMU",76406
"Stephaun Walker","Fr",11,79,"Robert Morris",76408
"TJ Wainwright","Fr",1,75,"Robert Morris",76409
"Jayden Brewer","Fr",11,78,"FIU",76410
"Bryce Baker","Fr",55,77,"Old Dominion",76411
"Zahrion Blue","Sr",12,76,"Rider",76413
"Brian Nussbaum","So",22,74,"Fordham",76414
"Mason Nicholson","So",50,82,"Jacksonville St.",76415
"Caleb Crane","Fr",30,74,"IUPUI",76416
"Isaiah Gaines","So",5,80,"Florida Atlantic",76417
"Jacob Tracey","Jr",4,76,"Lindenwood",76418
"Kevin Caldwell Jr.","Sr",11,71,"Lindenwood",76419
"Allen David Mukeba Jr.","So",23,79,"UMKC",76420
"Quandre Bullock","Jr",3,78,"Louisiana Tech",76422
"Guy Fauntleroy","Fr",10,70,"Austin Peay",76423
"Finley Simmons","Fr",23,73,"Charleston Southern",76424
"Kelechi Okworogwo","Fr",23,78,"Austin Peay",76425
"Kobe MaGee","Fr",5,78,"Drexel",76426
"Marquez Cooper","Sr",10,76,"New Orleans",76427
"Dillon Mitchell","Fr",23,80,"Texas",76429
"Isaac Gard","Fr",15,74,"Wisconsin",76430
"Ross Candelino","Fr",30,77,"Wisconsin",76431
"Masud Stewart","Fr",4,73,"Binghamton",76434
"Tyrese Elliott","Fr",5,74,"North Carolina A&T",76435
"Lamar Washington","Fr",1,76,"Texas Tech",76436
"Pano Pavlidis","Sr",24,80,"Hartford",76438
"AJ McKee","So",5,74,"Queens",76439
"Gavin Rains","Jr",4,79,"Queens",76440
"Kyle Johnson","Sr",4,80,"Delaware St.",76441
"Adam Afifi","Jr",23,81,"Cal St. Northridge",76442
"Owen White","Sr",22,78,"South Alabama",76443
"K.T. Raimey","Jr",4,75,"DePaul",76444
"Cameron Stitt","So",32,80,"Delaware St.",76445
"Reis Jones","Fr",21,82,"Morehead St.",76451
"Alex Horiuk","Fr",21,84,"UT Rio Grande Valley",76453
"Adante' Holiman","Fr",5,72,"UT Rio Grande Valley",76454
"Isaiah Barganier","Fr",23,79,"UT Rio Grande Valley",76455
"Damonze Woods","Fr",12,79,"UT Arlington",76456
"Brandon Walker","Fr",2,79,"UT Arlington",76457
"Wilguens Exacte Jr.","Fr",11,78,"Utah",76458
"Mason Docks","Fr",14,72,"UMBC",76459
"Caleb Donaldson","Jr",20,77,"Eastern Illinois",76462
"Rodolfo Bolis","So",23,80,"Eastern Illinois",76463
"Kinyon Hodges","Jr",10,74,"Eastern Illinois",76464
"Nick Ellington","Jr",11,80,"Eastern Illinois",76465
"Marvin McGhee III","So",10,76,"Cal St. Bakersfield",76466
"Apostolos Roumoglou","Fr",33,79,"Connecticut",76468
"JJ Louden","Fr",23,77,"Weber St.",76469
"Louie Jordan","Fr",30,80,"Weber St.",76470
"Joseph Pinion","Fr",5,77,"Arkansas",76471
"Kuron Coleman","Fr",3,76,"Arkansas Pine Bluff",76472
"Alex Karaban","Fr",11,80,"Connecticut",76473
"Zach Reinhart","Fr",2,78,"Arkansas Pine Bluff",76474
"Daric Danchanko","Fr",42,80,"St. Francis PA",76476
"Cason Wallace","Fr",22,76,"Kentucky",76477
"B.J. Omot","Fr",20,80,"North Dakota",76478
"Gregg Glenn III","Fr",23,79,"Michigan",76479
"Jared Turner","Fr",13,80,"Northeastern",76480
"Mark Armstrong","Fr",2,74,"Villanova",76481
"Rashad King","Fr",4,78,"Northeastern",76482
"Chase Cormier","Fr",3,74,"Northeastern",76483
"Brendan Hausen","Fr",1,76,"Villanova",76484
"Dug McDaniel","Fr",0,71,"Michigan",76485
"Jett Howard","Fr",13,80,"Michigan",76486
"Cam Whitmore","Fr",22,79,"Villanova",76487
"Harold Woods","Fr",10,77,"Northeastern",76488
"Kalib Mathews","So",3,76,"Queens",76489
"Mike Fowler","Jr",1,81,"Queens",76490
"Justin Thomas","So",25,79,"Milwaukee",76491
"Patrick Gardner","Sr",15,83,"Marist",76492
"Troy Hupstead","So",24,79,"Maryland Eastern Shore",76493
"Jackson Francois","Fr",12,76,"Missouri",76494
"Aidan Shaw","Fr",23,80,"Missouri",76495
"Andrew Ball","Fr",4,80,"Monmouth",76496
"Daniel Egbuniwe","Fr",0,79,"Little Rock",76499
"Dionjahe Thomas","Fr",12,80,"McNeese St.",76504
"Adrian Samuels","Fr",11,77,"Vanderbilt",76507
"Davion Cunningham","Fr",23,75,"UNC Asheville",76508
"Malik Dia","Fr",23,81,"Vanderbilt",76509
"Zach Keller","Fr",25,82,"Wake Forest",76510
"Miles Keeffe","Fr",25,77,"Vanderbilt",76511
"Bobi Klintman","Fr",34,82,"Wake Forest",76512
"Lee Dort","Fr",34,82,"Vanderbilt",76513
"Tyler Linhardt","Fr",10,79,"Washington",76514
"Radvilas Kneizys","Fr",44,76,"Longwood",76515
"Ayme Daguilh","Fr",30,77,"Maine",76516
"Otto Luessenhop","Fr",13,80,"Elon",76518
"Xaivian Lee","Fr",4,75,"Princeton",76519
"Jack Scott","Fr",5,78,"Princeton",76520
"Eli Yofan","Fr",24,74,"Miami OH",76521
"Jalen Brown","Fr",10,70,"Niagara",76522
"Caden Pierce","Fr",12,78,"Princeton",76523
"Deven Austin","Fr",13,78,"Princeton",76524
"Micah Handlogten","Fr",5,85,"Marshall",76525
"Andrew Sims","Sr",32,78,"Stonehill",76526
"Shota Abashidze","Fr",24,71,"Little Rock",76527
"R.J. Greene","Fr",10,78,"LIU Brooklyn",76528
"Kamarie Coffey","So",22,79,"Austin Peay",76529
"Marcus Jackson","Fr",44,74,"Albany",76530
"Oumar Koureissi","So",1,83,"Jacksonville",76532
"Jalen Nesmith","Jr",22,72,"Jacksonville",76533
"Angel Montas","Fr",5,78,"Fordham",76539
"Brenen Lorient","Fr",0,81,"Florida Atlantic",76540
"Luke Hardenburg","Fr",25,78,"Fordham",76541
"Elijah Gray","Fr",31,80,"Fordham",76542
"Wayne Franklin","Fr",12,73,"Fordham",76544
"Braeden Smith","Fr",2,72,"Colgate",76545
"Brady Cummins","Fr",1,78,"Colgate",76546
"Marcus Saunders","Fr",20,74,"Coastal Carolina",76547
"Ramar Pryor","Fr",20,75,"Cleveland St.",76548
"Dylan Arnett","Fr",12,81,"Cleveland St.",76549
"Isaac Jack","Fr",31,83,"Buffalo",76551
"Aaron Price Jr.","Fr",22,80,"Cal Poly",76552
"Raziel Hayun","Fr",14,76,"Manhattan",76556
"Adam Walden","Fr",21,82,"Manhattan",76557
"Stephon Payne III","Fr",23,81,"Incarnate Word",76558
"Treysen Eaglestaff","Fr",52,78,"North Dakota",76559
"Robert Lewis","Fr",22,81,"Arkansas Pine Bluff",76560
"Caden Powell","Fr",44,82,"Wyoming",76562
"Gestin Liberis","Fr",21,81,"St. Francis PA",76564
"Wisler Sanon II","Fr",23,76,"St. Francis PA",76565
"Dylan Hamrick","Jr",20,72,"James Madison",76568
"Jonah Lucas","Fr",41,73,"Marquette",76570
"Justyn Fernandez","Fr",4,77,"George Mason",76571
"Devin Dinkins","Fr",5,70,"George Mason",76572
"Peter Oduro","Fr",12,79,"George Mason",76573
"Elvis Nnaji","Fr",23,79,"George Mason",76574
"Victory Naboya","Fr",13,80,"Maryland Eastern Shore",76575
"Noah Batchelor","Fr",11,78,"Maryland",76577
"Owyn Dawyot","Fr",14,74,"Virginia Tech",76578
"Victor Panov","Fr",5,79,"Cal St. Fullerton",76580
"Tre Green","Fr",11,75,"Middle Tennessee",76581
"Michael Collins Jr.","Fr",2,76,"Virginia Tech",76582
"Rodney Rice","Fr",1,76,"Virginia Tech",76583
"Danny Washington","Jr",10,72,"Mississippi Valley St.",76584
"Amani Harris","Jr",12,74,"Mississippi Valley St.",76585
"Rayquan Brown","Jr",0,78,"Mississippi Valley St.",76586
"Tyronn Mosley","Jr",1,78,"Mississippi Valley St.",76587
"Arecko Gipson","Jr",2,79,"Mississippi Valley St.",76588
"Walter Hamilton","Jr",5,80,"Mississippi Valley St.",76589
"Parker Williams","Fr",14,72,"St. John's",76590
"Camryn Mitchell","Fr",52,76,"Troy",76591
"Mckinley Harris","Jr",33,77,"Prairie View A&M",76592
"GianFranco Grafals","Jr",21,74,"Southern Miss",76594
"Khaliq Abdul-Mateen","So",11,73,"Texas A&M Commerce",76595
"Ajay Sheldon","Fr",0,73,"Ohio",76597
"Elmore James","Fr",1,75,"Ohio",76598
"Otega Oweh","Fr",3,77,"Oklahoma",76600
"Felix Brostrom","Fr",33,80,"South Dakota",76601
"AJ Storr","Fr",2,78,"St. John's",76604
"Tanner Te Slaa","Fr",15,77,"South Dakota St.",76605
"Henri Veesaar","Fr",13,84,"Arizona",76607
"Miles Branch","Fr",45,81,"South Dakota",76608
"Paul McMillian IV","Fr",34,74,"NJIT",76610
"A'lahn Sumler","Fr",4,75,"Northern Kentucky",76611
"Felix Okpara","Fr",34,83,"Ohio St.",76612
"Colby Baumann","Fr",42,75,"Ohio St.",76614
"LJ Wells","Fr",5,80,"Northern Kentucky",76615
"Cody Pennebaker","Fr",0,77,"Lamar",76616
"Nate Calmese","Fr",2,74,"Lamar",76617
"Thirdkill Jr. Jason","Fr",13,79,"Lamar",76618
"Roberts Berze","Jr",10,79,"McNeese St.",76619
"Turner Buttry","Fr",0,71,"Eastern Kentucky",76620
"Jaden Daughtry","Fr",11,78,"Marist",76621
"Kyle Carlesimo","Fr",13,74,"Eastern Illinois",76622
"Cameron Haffner","Fr",3,74,"Eastern Illinois",76624
"Sincere Malone","Fr",5,80,"Eastern Illinois",76625
"Isaiah Brickner","Fr",5,76,"Marist",76626
"Trace Salton","Fr",10,78,"Marist",76627
"Luke Light","Fr",22,80,"Eastern Illinois",76628
"Kyle Thomas","Fr",24,82,"Eastern Illinois",76629
"Jack Jubenville","Fr",55,72,"Middle Tennessee",76630
"Devon Arlington","Fr",44,75,"Yale",76633
"Jack McCloskey","Fr",12,76,"California",76634
"Danny Wolf","Fr",1,84,"Yale",76635
"Nick Townsend","Fr",42,79,"Yale",76636
"Lachlan Olbrich","Fr",30,82,"UC Riverside",76638
"Chas Stinson","Fr",4,76,"Stonehill",76639
"Nate Pickens","Fr",1,76,"UC Riverside",76640
"Christian Fermin","Fr",11,82,"VCU",76641
"Bowen Hardman","Fr",15,75,"Ohio St.",76642
"Tehshaundre Cole","Fr",23,77,"Chicago St.",76643
"John Wade III","Jr",1,77,"Cal St. Northridge",76644
"Jesiah West","Jr",4,77,"Western Illinois",76645
"Melvion Flanagan","So",12,70,"Wichita St.",76646
"Faheim Meran","Fr",4,77,"Chicago St.",76647
"Tristan Arneaud","Fr",13,70,"Chicago St.",76648
"Devean Williams","Fr",1,75,"Canisius",76649
"Deshawn Jean-Charles","Fr",2,78,"Chicago St.",76650
"Dhashon Dyson","Jr",10,73,"Bethune Cookman",76651
"Colin Porter","Fr",0,69,"Liberty",76652
"Zach Cleveland","Fr",25,79,"Liberty",76655
"Tyrell Ward","Fr",15,78,"LSU",76656
"AJ Smith","Fr",21,78,"Southern Indiana",76659
"J Wallace","Fr",24,76,"Toledo",76660
"Cade Hornecker","Fr",21,84,"Southern Illinois",76661
"Jaren Marshall","Fr",14,73,"Texas A&M Corpus Chris",76662
"Jourdyn Grandberry","Fr",5,75,"Texas A&M Corpus Chris",76663
"Christian May","Fr",5,77,"Towson",76664
"Kylan Blackmon","Jr",0,75,"Coastal Carolina",76667
"Harlan Obioha","Fr",55,84,"Niagara",76668
"Christian Moore","Fr",3,71,"North Texas",76669
"Tyler Andrews","Fr",25,78,"UMKC",76670
"Sidy Diallo","Fr",15,86,"UMKC",76672
"Ernest Udeh Jr.","Fr",23,83,"Kansas",76673
"Tafara Gapare","Fr",2,81,"Massachusetts",76674
"MJ Rice","Fr",11,77,"Kansas",76675
"Jevin Muniz","Fr",5,78,"Delaware St.",76676
"Kamron Hobbs","Fr",0,70,"Morgan St.",76677
"Logan McIntire","Fr",33,76,"Evansville",76678
"Jack Futa","Fr",14,77,"Ball St.",76680
"Zaveion Chism-Okoh","Fr",5,75,"Evansville",76682
"Chris Moncrief","Fr",12,78,"Evansville",76683
"Gabe Spinelli","Fr",21,74,"Evansville",76684
"Cameron Gehlhausen","Fr",23,77,"Evansville",76685
"Cooper Vogel","Jr",15,75,"Saint Joseph's",76686
"Jayden Stevens","Fr",14,79,"Oregon St.",76687
"Michael Rataj","Fr",12,81,"Oregon St.",76688
"Massal Diouf","Fr",14,81,"UTSA",76689
"George Beale","Fr",24,76,"Norfolk St.",76690
"Perry Smith Jr.","Fr",12,81,"Vermont",76691
"Joe Vick","Fr",20,73,"Valparaiso",76693
"Kellen Thames","Fr",0,77,"Saint Louis",76694
"Andre Johnson Jr.","Fr",40,76,"Connecticut",76695
"Emmett Hendry","Fr",41,75,"Connecticut",76696
"Jordan Pope","Fr",0,74,"Oregon St.",76697
