"","rk","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date"
"228",228,"UMass Lowell","AE","0-0",100.1,228,104.8,236,0.3706,"18-13","9-7",0,206,227,1,2022-11-06
"229",229,"UC San Diego","BW","0-0",103,154,107.9,296,0.3703,"14-18","9-11",0,151,251,-22,2022-11-06
"230",230,"Gardner Webb","BSth","0-0",96,314,100.7,153,0.3672,"15-15","9-9",0,84,218,12,2022-11-06
"231",231,"Queens","ASun","0-0",101.6,194,106.6,270,0.367,"15-15","8-10",0,110,228,3,2022-11-06
"232",232,"Air Force","MWC","0-0",98,273,102.8,196,0.3658,"12-19","4-14",0,290,247,-15,2022-11-06
"233",233,"High Point","BSth","0-0",99.3,246,104.2,221,0.365,"16-13","9-9",0,312,231,2,2022-11-06
"234",234,"Loyola MD","Pat","0-0",97.1,288,102,177,0.3626,"16-14","10-8",0,297,233,1,2022-11-06
"235",235,"Wright St.","Horz","0-0",99.3,245,104.3,225,0.3617,"16-15","11-9",0,8,234,1,2022-11-06
"236",236,"Brown","Ivy","0-0",96.2,313,101.1,161,0.3607,"12-15","6-8",0,7,246,-10,2022-11-06
"237",237,"Sacramento St.","BSky","0-0",101.7,193,106.9,277,0.3588,"15-15","10-8",0,340,244,-7,2022-11-06
"238",238,"Bellarmine","ASun","0-0",102.8,165,108.1,301,0.3582,"14-17","8-10",0,133,235,3,2022-11-06
"239",239,"Coastal Carolina","SB","0-0",99,252,104.2,223,0.3569,"14-16","7-11",0,197,236,3,2022-11-06
"240",240,"SIU Edwardsville","OVC","0-0",99.1,249,104.3,226,0.3559,"18-13","11-7",0,166,239,1,2022-11-06
"241",241,"Tennessee St.","OVC","0-0",101.9,185,107.4,286,0.3546,"18-11","11-7",0,353,242,-1,2022-11-06
"242",242,"Saint Peter's","MAAC","0-0",92.6,345,97.5,93,0.3539,"15-13","10-10",0,167,212,30,2022-11-06
"243",243,"Mount St. Mary's","MAAC","0-0",98.2,268,103.5,209,0.3528,"15-16","10-10",0,305,243,0,2022-11-06
"244",244,"North Dakota St.","Sum","0-0",97.1,284,102.4,186,0.3524,"15-15","10-8",0,318,238,6,2022-11-06
"245",245,"Eastern Washington","BSky","0-0",99.1,248,104.6,232,0.3505,"16-16","9-9",0,148,241,4,2022-11-06
"246",246,"Navy","Pat","0-0",93.5,340,98.8,117,0.346,"15-15","10-8",0,227,225,21,2022-11-06
"247",247,"Weber St.","BSky","0-0",100.9,210,106.8,274,0.343,"14-17","9-9",0,52,250,-3,2022-11-06
"248",248,"Southern Indiana","OVC","0-0",96.6,301,102.4,184,0.3408,"18-13","11-7",0,282,240,8,2022-11-06
"249",249,"Northern Colorado","BSky","0-0",102,181,108.2,304,0.3364,"14-16","9-9",0,210,261,-12,2022-11-06
"250",250,"Cal St. Fullerton","BW","0-0",98.7,260,104.9,237,0.3317,"13-19","8-12",0,192,252,-2,2022-11-06
"251",251,"St. Francis PA","NEC","0-0",100.8,216,107.2,282,0.3316,"17-12","11-5",0,56,256,-5,2022-11-06
"252",252,"Buffalo","MAC","0-0",99.4,240,105.6,253,0.3311,"12-17","8-10",0,138,245,7,2022-11-06
"253",253,"Campbell","BSth","0-0",98.9,255,105.2,245,0.3282,"15-15","9-9",0,250,253,0,2022-11-06
"254",254,"Pacific","WCC","0-0",98.7,258,105.1,241,0.3282,"12-19","4-12",0,77,248,6,2022-11-06
"255",255,"Wagner","NEC","0-0",96.3,311,102.5,188,0.3268,"16-11","11-5",0,121,232,23,2022-11-06
"256",256,"Winthrop","BSth","0-0",98.1,270,104.7,234,0.3204,"14-16","9-9",0,47,263,-7,2022-11-06
"257",257,"Northern Arizona","BSky","0-0",101.2,203,108.1,302,0.3188,"13-18","9-9",0,88,258,-1,2022-11-06
"258",258,"Siena","MAAC","0-0",96.8,295,103.6,211,0.3136,"12-17","9-11",0,299,254,4,2022-11-06
"259",259,"Army","Pat","0-0",97.2,283,104.1,219,0.3134,"16-14","9-9",0,296,259,0,2022-11-06
"260",260,"Denver","Sum","0-0",102,180,109.3,322,0.3124,"17-14","9-9",0,29,266,-6,2022-11-06
"261",261,"UT Arlington","WAC","0-0",96.5,307,103.3,206,0.312,"11-18","6-12",0,358,255,6,2022-11-06
"262",262,"Arkansas St.","SB","0-0",96.9,293,103.9,216,0.3086,"15-16","7-11",0,327,262,0,2022-11-06
"263",263,"Dartmouth","Ivy","0-0",96.7,298,103.8,213,0.3077,"13-16","5-9",0,185,265,-2,2022-11-06
"264",264,"Louisiana Monroe","SB","0-0",100.8,215,108.2,303,0.3076,"13-17","7-11",0,203,271,-7,2022-11-06
"265",265,"Niagara","MAAC","0-0",96.7,299,103.8,214,0.3053,"13-16","9-11",0,249,273,-8,2022-11-06
"266",266,"Texas Southern","SWAC","0-0",95.8,321,103,199,0.3025,"15-16","11-7",0,153,264,2,2022-11-06
"267",267,"Bucknell","Pat","0-0",102,179,109.8,329,0.3001,"14-16","9-9",0,280,267,0,2022-11-06
"268",268,"Sacred Heart","NEC","0-0",103.4,143,111.4,349,0.2993,"18-13","10-6",0,356,268,0,2022-11-06
"269",269,"UMBC","AE","0-0",99.9,232,107.6,290,0.2991,"15-16","8-8",0,202,270,-1,2022-11-06
"270",270,"Stetson","ASun","0-0",100.1,229,107.8,294,0.2982,"11-18","7-11",0,246,229,41,2022-11-06
"271",271,"East Tennessee St.","SC","0-0",98.6,262,106.3,266,0.2949,"12-17","7-11",0,314,274,-3,2022-11-06
"272",272,"Detroit","Horz","0-0",101.8,187,109.9,330,0.2934,"12-19","9-11",0,336,275,-3,2022-11-06
"273",273,"Little Rock","OVC","0-0",98.8,256,106.7,273,0.2929,"16-15","10-8",0,335,294,-21,2022-11-06
"274",274,"Oregon St.","P12","0-0",100.7,217,108.8,313,0.2924,"7-22","2-18",0,254,269,5,2022-11-06
"275",275,"St. Thomas","Sum","0-0",104.5,121,112.9,357,0.2923,"15-16","9-9",0,189,260,15,2022-11-06
"276",276,"Tennessee Martin","OVC","0-0",103,158,111.3,348,0.2892,"18-13","10-8",0,91,284,-8,2022-11-06
"277",277,"Northern Illinois","MAC","0-0",94.8,329,102.5,189,0.2872,"12-18","7-11",0,48,276,1,2022-11-06
"278",278,"Presbyterian","BSth","0-0",96.5,304,104.5,230,0.2862,"14-16","8-10",0,131,277,1,2022-11-06
"279",279,"North Carolina Central","MEAC","0-0",99.3,243,107.8,295,0.28,"13-14","8-6",0,177,272,7,2022-11-06
"280",280,"UTSA","CUSA","0-0",96.4,309,104.6,233,0.2798,"11-20","4-16",0,81,278,2,2022-11-06
"281",281,"Robert Morris","Horz","0-0",100.9,208,109.6,326,0.2787,"14-17","9-11",0,22,292,-11,2022-11-06
"282",282,"Western Carolina","SC","0-0",100,230,108.7,311,0.2777,"14-17","7-11",0,160,287,-5,2022-11-06
"283",283,"Eastern Michigan","MAC","0-0",98.9,253,107.5,289,0.2769,"10-20","6-12",0,248,279,4,2022-11-06
"284",284,"Howard","MEAC","0-0",99.7,237,108.4,307,0.2762,"14-15","8-6",0,25,283,1,2022-11-06
"285",285,"William & Mary","CAA","0-0",99.3,244,108,299,0.2748,"13-18","7-11",0,341,298,-13,2022-11-06
"286",286,"Stony Brook","CAA","0-0",99.7,235,108.5,309,0.2746,"12-19","7-11",0,165,296,-10,2022-11-06
"287",287,"USC Upstate","BSth","0-0",100.2,227,109,317,0.2742,"12-17","8-10",0,259,281,6,2022-11-06
"288",288,"Drexel","CAA","0-0",96.4,308,105,240,0.2722,"12-17","7-11",0,170,285,3,2022-11-06
"289",289,"Manhattan","MAAC","0-0",96.5,305,105.2,243,0.2717,"12-16","8-12",0,347,291,-2,2022-11-06
"290",290,"Morgan St.","MEAC","0-0",96.7,296,105.4,248,0.2716,"14-14","7-7",0,50,282,8,2022-11-06
"291",291,"Hampton","CAA","0-0",98.6,263,107.5,288,0.2704,"12-19","7-11",0,269,286,5,2022-11-06
"292",292,"Binghamton","AE","0-0",98.1,271,107.2,283,0.2649,"14-15","7-9",0,330,288,4,2022-11-06
"293",293,"Milwaukee","Horz","0-0",97.1,285,106.2,263,0.2645,"14-17","9-11",0,273,289,4,2022-11-06
"294",294,"Lehigh","Pat","0-0",98.6,264,107.7,293,0.2643,"13-16","8-10",0,226,290,4,2022-11-06
"295",295,"Southern Miss","SB","0-0",99.9,233,109.4,325,0.2588,"12-18","6-12",0,237,295,0,2022-11-06
"296",296,"Maryland Eastern Shore","MEAC","0-0",94.1,337,103.2,203,0.2572,"14-15","7-7",0,103,301,-5,2022-11-06
"297",297,"Canisius","MAAC","0-0",97.7,278,107.2,284,0.2557,"11-18","7-13",0,18,303,-6,2022-11-06
"298",298,"Idaho St.","BSky","0-0",99.1,251,108.7,312,0.2553,"14-17","8-10",0,158,280,18,2022-11-06
"299",299,"Radford","BSth","0-0",98,275,107.7,291,0.253,"12-19","7-11",0,54,293,6,2022-11-06
"300",300,"Columbia","Ivy","0-0",98.5,265,108.3,306,0.2517,"13-16","4-10",0,159,306,-6,2022-11-06
"301",301,"NJIT","AE","0-0",97,291,106.6,271,0.2514,"12-17","7-9",0,181,314,-13,2022-11-06
"302",302,"American","Pat","0-0",96.3,310,106,259,0.2496,"12-17","8-10",0,71,299,3,2022-11-06
"303",303,"Jackson St.","SWAC","0-0",92.2,346,101.5,168,0.2479,"13-18","11-7",0,95,300,3,2022-11-06
"304",304,"Coppin St.","MEAC","0-0",96,316,105.7,254,0.2478,"11-20","7-7",0,233,308,-4,2022-11-06
"305",305,"Central Arkansas","ASun","0-0",99.2,247,109.3,323,0.2459,"11-20","6-12",0,69,309,-4,2022-11-06
"306",306,"Bowling Green","MAC","0-0",97.3,281,107.4,287,0.2421,"12-19","6-12",0,75,297,9,2022-11-06
"307",307,"North Alabama","ASun","0-0",95.2,324,105.3,246,0.2387,"12-19","6-12",0,143,302,5,2022-11-06
"308",308,"Northwestern St.","Slnd","0-0",100.5,220,111.3,347,0.236,"14-17","10-8",0,319,305,3,2022-11-06
"309",309,"Alabama A&M","SWAC","0-0",91.9,349,102.1,179,0.2298,"15-15","10-8",0,150,307,2,2022-11-06
"310",310,"Bethune Cookman","SWAC","0-0",97.1,287,108.3,305,0.2225,"15-16","10-8",0,122,312,-2,2022-11-06
"311",311,"Albany","AE","0-0",95.1,326,106.3,265,0.2192,"11-19","6-10",0,275,304,7,2022-11-06
"312",312,"Charleston Southern","BSth","0-0",97.1,289,108.6,310,0.2157,"11-18","6-12",0,171,311,1,2022-11-06
"313",313,"Prairie View A&M","SWAC","0-0",94.4,334,105.8,255,0.2127,"13-18","9-9",0,127,313,0,2022-11-06
"314",314,"Portland St.","BSky","0-0",95.7,322,107.7,292,0.2043,"10-19","6-12",0,28,317,-3,2022-11-06
"315",315,"Cal St. Bakersfield","BW","0-0",93.6,339,105.4,249,0.2022,"9-22","5-15",0,322,319,-4,2022-11-06
"316",316,"Tennessee Tech","OVC","0-0",98,276,110.6,340,0.1985,"13-18","8-10",0,180,322,-6,2022-11-06
"317",317,"Texas A&M Commerce","Slnd","0-0",96.6,302,109.2,320,0.1977,"12-20","9-9",0,114,324,-7,2022-11-06
"318",318,"Maine","AE","0-0",97.1,286,109.7,327,0.1976,"10-19","6-10",0,53,318,0,2022-11-06
"319",319,"McNeese St.","Slnd","0-0",98.4,266,111.2,346,0.1974,"13-18","9-9",0,309,321,-2,2022-11-06
"320",320,"Cal St. Northridge","BW","0-0",97.8,277,110.5,339,0.1961,"9-21","5-15",0,30,323,-3,2022-11-06
"321",321,"New Orleans","Slnd","0-0",95.9,317,108.5,308,0.1958,"13-16","9-9",0,157,330,-9,2022-11-06
"322",322,"Evansville","MVC","0-0",94.3,336,106.9,276,0.1911,"8-23","5-15",0,209,316,6,2022-11-06
"323",323,"Elon","CAA","0-0",94.4,333,107.1,280,0.1911,"10-20","5-13",0,141,326,-3,2022-11-06
"324",324,"Marist","MAAC","0-0",92.7,343,105.2,244,0.1902,"10-19","6-14",0,27,327,-3,2022-11-06
"325",325,"Southeast Missouri St.","OVC","0-0",96.9,294,110,332,0.1885,"12-19","8-10",0,329,310,15,2022-11-06
"326",326,"Grambling St.","SWAC","0-0",93.1,342,105.9,258,0.1851,"12-18","9-9",0,152,328,-2,2022-11-06
"327",327,"Lafayette","Pat","0-0",96.6,303,110,331,0.1846,"9-22","6-12",0,176,315,12,2022-11-06
"328",328,"Central Michigan","MAC","0-0",95.9,318,109.1,318,0.1842,"9-21","5-13",0,6,329,-1,2022-11-06
"329",329,"Alcorn St.","SWAC","0-0",95.6,323,109,316,0.1824,"11-20","9-9",0,263,320,9,2022-11-06
"330",330,"North Dakota","Sum","0-0",97.2,282,110.9,344,0.1799,"11-20","6-12",0,242,325,5,2022-11-06
"331",331,"Central Connecticut","NEC","0-0",96.7,300,110.4,337,0.1786,"13-18","8-8",0,154,333,-2,2022-11-06
"332",332,"Chicago St.","ind","0-0",99.5,239,113.8,361,0.1767,"11-21","1-1",0,117,338,-6,2022-11-06
"333",333,"Miami OH","MAC","0-0",96,315,109.8,328,0.1762,"11-20","5-13",0,231,340,-7,2022-11-06
"334",334,"Illinois Chicago","MVC","0-0",93.8,338,107.3,285,0.1756,"9-22","4-16",0,15,331,3,2022-11-06
"335",335,"UMKC","Sum","0-0",91.6,352,104.8,235,0.1752,"10-19","6-12",0,43,332,3,2022-11-06
"336",336,"South Carolina St.","MEAC","0-0",95.1,325,109.1,319,0.1712,"6-21","4-8",0,163,334,2,2022-11-06
"337",337,"Monmouth","CAA","0-0",93.2,341,107.1,281,0.168,"7-24","5-13",0,235,337,0,2022-11-06
"338",338,"Alabama St.","SWAC","0-0",95.8,319,110.2,334,0.1674,"10-20","9-9",0,360,339,-1,2022-11-06
"339",339,"Nebraska Omaha","Sum","0-0",96.9,292,111.7,350,0.1646,"8-22","6-12",0,113,336,3,2022-11-06
"340",340,"Incarnate Word","Slnd","0-0",97,290,111.9,351,0.1624,"14-17","8-10",0,55,343,-3,2022-11-06
"341",341,"St. Francis NY","NEC","0-0",94.4,335,109.4,324,0.1546,"13-16","7-9",0,41,341,0,2022-11-06
"342",342,"The Citadel","SC","0-0",95.1,327,110.2,335,0.154,"8-23","4-14",0,204,335,7,2022-11-06
"343",343,"Eastern Illinois","OVC","0-0",91.2,353,106.4,267,0.1457,"12-19","6-12",0,137,345,-2,2022-11-06
"344",344,"Holy Cross","Pat","0-0",94.7,330,111,345,0.1379,"10-21","5-13",0,267,347,-3,2022-11-06
"345",345,"Houston Christian","Slnd","0-0",95.8,320,112.5,355,0.1367,"13-18","7-11",0,225,344,1,2022-11-06
"346",346,"Western Illinois","Sum","0-0",91.9,350,108.1,300,0.1338,"10-19","5-13",0,104,342,4,2022-11-06
"347",347,"Southeastern Louisiana","Slnd","0-0",94.9,328,112,352,0.1293,"11-20","7-11",0,193,348,-1,2022-11-06
"348",348,"LIU Brooklyn","NEC","0-0",91.9,347,109.2,321,0.1215,"9-18","6-10",0,303,352,-4,2022-11-06
"349",349,"VMI","SC","0-0",92.6,344,110.8,343,0.1128,"8-23","3-15",0,155,350,-1,2022-11-06
"350",350,"Green Bay","Horz","0-0",91.9,348,110,333,0.1121,"6-24","4-16",0,333,351,-1,2022-11-06
"351",351,"Idaho","BSky","0-0",94.5,331,113.2,360,0.1112,"8-23","4-14",0,164,349,2,2022-11-06
"352",352,"Arkansas Pine Bluff","SWAC","0-0",94.5,332,114.2,362,0.1019,"10-21","6-12",0,2,346,6,2022-11-06
"353",353,"New Hampshire","AE","0-0",90.9,355,110.4,338,0.0958,"7-22","3-13",0,261,353,0,2022-11-06
"354",354,"IUPUI","Horz","0-0",91,354,112.2,354,0.0828,"7-24","3-17",0,182,355,-1,2022-11-06
"355",355,"Mississippi Valley St.","SWAC","0-0",91.6,351,113.2,359,0.0812,"6-26","5-13",0,83,356,-1,2022-11-06
"356",356,"Hartford","ind","0-0",89.1,357,110.7,342,0.0761,"8-20","1-1",0,82,357,-1,2022-11-06
"357",357,"Fairleigh Dickinson","NEC","0-0",90.5,356,113,358,0.072,"8-23","4-12",0,105,354,3,2022-11-06
"358",358,"UT Rio Grande Valley","WAC","0-0",88.2,358,110.7,341,0.0683,"6-25","1-17",0,116,358,0,2022-11-06
"359",359,"Lamar","Slnd","0-0",86.2,360,108.9,315,0.0639,"9-22","4-14",0,57,359,0,2022-11-06
"360",360,"Florida A&M","SWAC","0-0",85.5,361,110.3,336,0.051,"6-24","4-14",0,212,360,0,2022-11-06
"361",361,"Delaware St.","MEAC","0-0",87.1,359,112.6,356,0.0498,"4-23","1-11",0,126,361,0,2022-11-06
"362",362,"Lindenwood","OVC","0-0",85.2,362,112.1,353,0.041,"6-25","2-16",0,252,362,0,2022-11-06
"363",363,"Stonehill","NEC","0-0",85.2,363,114.3,363,0.0332,"4-27","2-14",0,328,363,0,2022-11-06
